Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers,Cleaned Review,Sentiment,Contains Profanity,Capital Letters,Review Length,Cluster,SVD_BERT_0,SVD_BERT_1,SVD_BERT_2,SVD_BERT_3,SVD_BERT_4,SVD_BERT_5,SVD_BERT_6,SVD_BERT_7,SVD_BERT_8,SVD_BERT_9,SVD_TFIDF_0,SVD_TFIDF_1,SVD_TFIDF_2,SVD_TFIDF_3,SVD_TFIDF_4,SVD_TFIDF_5,SVD_TFIDF_6,SVD_TFIDF_7,SVD_TFIDF_8,SVD_TFIDF_9
15 Dec 2023,-0.6459528748581691,-0.6590002326118379,0.3377771513815186,-0.31058513353649303,2.754707397070458,hatedPoor Thingsand reviewed Vulture people speaking rousing weird feminist treatise insane easily fooled glaring misogyny Except belowRead review Vulture corroded spirit story like intermittently possessed edgelord unaware women menstruate earlywave white feminist believes sex empowering thing woman ,-1.172482492374187,1.5440514093297317,-0.09968638947678385,302,1,7.2709837,-0.44092572,-1.4247432,-0.49388617,-0.058169305,-0.47057787,-0.36485687,1.5795077,0.2326394,-0.06574458,0.07562699240631603,-0.0197425216839812,-0.05030529455263712,-0.022283523280577443,0.02373026566016482,0.0014044886001333247,0.059623656747902626,0.07302575127290473,-0.04752056938189306,-0.04538969121616458
17 Dec 2023,-0.14355903868615352,-0.4439048093230398,-1.003081335930438,-0.31058513353649303,-0.36037393413388297,saw someone refer female version Frankenstein funny Frankenstein written brilliant women quite obviously written man,0.6526749221014952,-0.6476468296053026,-0.38831871514246274,116,1,7.545994,-1.8486091,-0.17476633,0.32913375,-0.08437604,0.6859181,-0.07929546,0.4301237,-0.9226557,-0.2466073,0.08236075597535483,-0.010253903016793079,-0.04305838104542465,-0.008541075533598893,-0.00415023484823862,0.010603556904615851,0.03369198547016132,0.06005073975271169,-0.05939953096471263,0.008418156450557972
18 Dec 2023,1.1124255517438855,-0.6073990578329597,-0.7349096384680467,0.26450334078580073,-0.15899801629270258,Barbie people listen Björk,-0.3950443923645786,-0.6476468296053026,-0.38831871514246274,26,0,4.9539566,-2.0350504,2.9753928,0.6165787,1.2699276,-1.1374953,1.0305359,0.104374476,0.8739374,-0.34000987,0.03946187601381829,0.0006390865324404698,-0.05920236471914238,-0.015928565416371183,-0.028807215724944324,0.06463458925329658,0.4016915569617466,-0.11255094996368445,0.03246913791852277,0.026947205409507857
26 Dec 2023,1.1124255517438855,-0.4813835573203304,-0.22836309881686304,-0.344350478062599,30.40718536180635,Mark Ruffalo looks way much like Lalo Salamanca,0.3338038263944294,-0.6476468296053026,-0.24400255230962328,47,0,5.575613,-0.48218822,1.6156207,-0.05757487,0.13757384,-0.32036847,0.27646738,-0.6758025,0.9162301,1.875818,0.14022576412226792,-0.030098443769916623,0.045754201490917475,-0.027914115184843165,-0.024473907093402622,-0.020333609824284282,-0.01890259457332644,0.04456069351032651,-0.021844238442008078,0.2921498135637302
08 Dec 2023,-0.8971497929441768,-0.7328713880847586,0.3079802961079196,-0.3421952433056135,-0.6836112243449154,objecting movie essentially everyone adores lonely feeling think ever outnumbered movie made yes inevitably becomes problem movie marketed exploration womanhood maybe feminism stuck thoughtless 2010s 3rd wave influenced sexual liberation deems fucking empowering thing woman maybe ,-0.5165190954910799,1.5440514093297317,-0.5326348779753022,281,1,7.3245797,-0.5534,-1.0448344,-0.2849859,-0.6149965,-0.30741343,-0.32881883,1.4559474,-0.5342935,0.20736304,0.12667725705753258,-0.034671858043145376,-0.06069565924938722,-0.056128933744949344,-0.009618438376446818,-0.0007235778467388774,0.03738393066342187,0.18383268419459814,0.07955486682835887,-0.0713953698424945
02 Sep 2023,1.1124255517438855,0.5392333627798004,-0.2581599540904621,-0.3425544490984444,0.19104877583969726,Mark Ruffalos Hugh Grant Paddington 2,-0.3950443923645786,-0.6476468296053026,-0.17184447089320357,37,0,4.872232,-0.680127,1.2331054,-1.684663,-1.8815775,-0.52926487,0.0862837,-1.0247028,0.40469307,0.4221198,0.028859143350979354,-0.003437392445648433,0.049002920967340644,0.0012390037830391815,-0.013038566073272943,-0.004180058738986477,-0.00923060324466907,-0.003725159540897571,0.015489507903669026,0.11476380388551914
07 Dec 2023,1.1124255517438855,0.39040471131229865,-0.8540970595624428,-0.24592809082692849,0.10757373576634865,cinematic feast handful small lulls second act complete picture devours absurdity tragedy living boiled rich concentrate spray painted walls craving rewatch alreadygotta career best emma stone say lightly character progression intuitive sometimes almost difficult watch human nature captured facial expressions ,0.01493273068736339,1.5440514093297317,-0.5326348779753022,311,1,6.9684978,-0.43491676,-1.6321914,-0.5720992,-0.938048,-1.2479444,0.34971842,-0.20885567,-0.6387779,-0.41816777,0.09822297836748223,-0.01897054741970921,0.06688552441494622,0.0009003191364363255,0.004899284646262067,-0.004831096955416142,-0.003983472884910392,0.002566236288741553,-0.0011565856582721838,-0.05129563310144389
29 Sep 2023,0.10763787939985425,5.170846176879755,4.9264928635157705,-0.2135995694721462,2.788828581334017,know yet going rate enjoy idk alllll film never show menstrual blood still much feels like man idea women sexuality liberation Still keeps women objects despite desperately wanting show master ship real conundrumNYFF 5,-0.21283233767482648,-0.6476468296053026,-0.17184447089320357,218,1,7.864915,-0.9566495,-1.2171853,0.38551307,0.42168808,0.9449004,-0.8313794,1.193826,-0.03144346,0.5601784,0.1298391318860334,-0.03429852185691992,-0.09686344711796187,-0.03775598125175461,-0.011192135606289195,-0.007495651044866434,0.0007535745544288586,0.05049471776007345,-0.09673066785458034,0.008149920514374912
29 Sep 2023,0.6100317155718699,1.3691975213284964,0.45696457247591477,-0.22760859539255185,0.6565592182925318,emma best ruffalo great horny fop glad yorgos thing real get vibes,1.8826062912573212,1.5440514093297317,-0.5326348779753022,66,1,6.4438086,-0.013682244,1.7877362,1.3898426,1.3780416,1.6207728,-1.3220899,-0.5204327,2.5839944,-0.5014475,0.18435847225544252,-0.02633410506999743,0.1334226541142803,-0.002367872810273968,-0.04147477559235371,0.01059842187518927,0.04895807269197781,-0.039988981380335534,0.07994586765256385,0.04842471733612847
15 Dec 2023,0.8612286336578776,0.9161935237960276,-0.49653479627925434,0.32628673715271794,0.4024782569013905,Acknowledging hollow frothy act malegaze feminism Barbie corporate didactic toy commercial found extremely entertaining mean movie also gloriously weird modern cartoon parable fathers daughters little girls women husbands wives lovers enemies sex workers clients cruelty humanity philosophy reality balance desire adventurous life joys settled one ,-0.5408140361163802,1.5440514093297317,-0.38831871514246274,348,1,7.665389,-0.4902092,-1.5007365,0.25308156,-0.03970003,-1.0364987,0.028762415,1.1607089,-0.35226345,0.2664129,0.08609026229690747,-0.02144551701137707,-0.04844529662385151,-0.031937186425230676,-0.017974322815650146,0.02285852312717838,0.12496912141357844,0.014711395537169138,0.01694181705754012,-0.009449141067464525
08 Dec 2023,-1.1483467110301846,2.4484768295982997,1.2018859543158906,-0.2739461426677398,1.2619055855397716,happy watching film start finish long time,0.9715460178085612,-0.6476468296053026,-0.5326348779753022,42,1,7.1933613,-2.156197,0.72599036,2.3577104,1.1784441,1.3617852,-0.4923916,-0.25667882,-1.579612,1.385931,0.12100380043090089,-0.03154944935830667,-0.061434152535527156,-0.01697313852518481,-0.06514527121296185,-0.011095686528446802,-0.04934878040634995,-0.0249299871896798,0.003912207285606088,-0.09566126281065909
27 Jan 2024,-1.1483467110301846,0.018333082643544208,0.18879287501352343,-0.2969353134089183,-0.10111386441702289,real mood lifter,0.3338038263944294,-0.6476468296053026,-0.5326348779753022,16,0,5.38406,-2.5131316,3.3971572,0.2992317,-0.017599493,-0.3672366,0.66784763,0.4649862,-0.68321896,1.053993,0.013269585210065882,-0.003595293902748335,-0.01069358058501153,-0.005091448518094176,0.0051284923131376765,-0.0003898091463684249,0.0009032360780959563,0.005681766355885871,-0.003674117645484173,0.007854259516755594
30 Aug 2023,0.8612286336578776,-0.17992406255951474,-0.6753159279208486,-0.3012457829228893,-0.2123123667045128,cheesed meet,-0.3950443923645786,-0.6476468296053026,-0.5326348779753022,12,0,4.931404,-2.119434,3.7367477,-1.1699762,-0.7336285,0.22178872,-0.3633027,0.18683374,-0.6413704,0.22604549,0.0011056237373645768,0.00047824179511930445,0.0061805880467151126,0.0018075657604818705,0.0018453668951203992,-0.002503705717025402,0.0021577003156655677,0.001985447994444318,-0.004819653915335211,0.0001314031215177256
14 Dec 2023,-1.1483467110301846,-0.3705768241109495,-0.31775366463766014,-0.31525480884329493,-0.31924572095905795,interesting knowing movie favorite year long ever get watch itPoor things stunning story discovery MUCH discovery movie juggle billion aspects life Moving one next seamlessly akin everyday livesThere much humanity found movie sowntogether cadaver reanimated drives us makes us curious ,0.2062553881116029,-0.6476468296053026,-0.02752830806036412,285,1,7.2862167,-0.39700234,-1.6315925,0.09724164,0.13685834,0.13523102,-0.68556446,-0.055135578,0.25120428,-0.34018487,0.1939357727730822,-0.04823143063190499,-0.08824158646129288,-0.06591549447600534,-0.035369565206731006,0.004314010261081538,-0.01896889484045695,0.09072479462824071,0.10686061843084745,-0.0304456316488823
30 Sep 2023,0.8612286336578776,0.08188400316068913,0.5761519935703109,-0.32854542317803875,-0.06546941299884118,Someone show woman hid husbands eyes Oppenheimer,-0.3950443923645786,-0.6476468296053026,-0.38831871514246274,48,0,6.1459846,-1.3343182,0.97338754,0.047427595,1.190722,-0.38139352,-0.2020157,0.91665995,-0.6468416,0.5227592,0.03743219390996284,-0.007299234896608992,-0.0026313862188015328,0.010334856113390205,0.06557349904295583,-0.012016908822591288,0.030902266294312752,0.03220879166401638,-0.029617854895363966,-0.058803040030844994
18 Dec 2023,1.1124255517438855,0.2681914026254815,-0.13897253299606593,-0.3472241244052463,0.039026713808306905,God missed types movies build entire insane unrealistic city soundstage Wasnt expecting Lobster guy new JeanPierre Jeunet hes great job,-0.8058497520287469,1.5440514093297317,-0.09968638947678385,135,1,6.8944616,-0.49342567,-0.2513235,0.44492474,0.24652112,0.08505741,0.081834845,0.30354396,0.29563558,0.14792795,0.06116711583540444,-0.012976114237040813,-0.00892796196272264,-0.008994629708325652,-0.008337914537763468,-0.00529286239269294,0.008490357531509377,0.0013914657521356926,-0.008669088978138763,-0.0034869301277021883
19 Dec 2023,-0.8971497929441768,1.3958128641091812,-0.019785111901669802,-0.15145696731239802,0.6714872364078387,Im genuinely concerned many people found film praiseworthy feminist fable grotesque disturbing perverse fairy tale clearly accept level pornographic content films comes sex effectively mental child pornography cannot film proposes activating key selfdiscovery growth woman comes sexual freedom promiscuity shes woman ,-0.2356088445110456,1.5440514093297317,-0.46047679655888246,317,1,6.9906106,-0.14462444,-1.3752705,-0.45050955,-0.8522872,-0.778322,-0.19323766,1.2779251,-0.40457734,0.32454658,0.12202335604529456,-0.027471619863624053,-0.06559284763016095,0.002126761306672502,0.03891010232298886,-0.009193974204918045,0.04262904884644637,0.034635593585287845,-0.08403448563856798,-0.10415608558492961
06 Dec 2023,1.1124255517438855,0.057984511684156,-0.4369410857320563,-0.2617331457114887,-0.07887416395952489,Ruffalo rizz tough swag different bitch bad kill Ruffalo2023 Ranked,-1.7177689375198153,1.5440514093297317,-0.316160633726043,67,1,6.2576895,-0.45987302,0.4192564,-0.7775494,-0.038074136,-0.66153586,0.051303193,-0.53789663,1.4853301,0.8826001,0.04204906610418423,-0.006507164702620597,0.0324290134304459,0.006512774121532981,0.016174988229891295,-0.009347512650102122,-0.012531912393168943,-0.015564371490122115,0.015140871094262945,0.09413565062324769
01 Sep 2023,1.1124255517438855,-0.751882347213819,-0.8243002042888438,-0.13637032401349963,-0.6836112243449154,taylor swift meant sexy baby,1.4270761545329411,-0.6476468296053026,-0.5326348779753022,28,0,5.4102955,-1.974181,3.1358056,-0.47696784,-0.14101058,-0.4295941,0.32715183,-0.26263514,0.004258588,0.035689786,0.013933281091950368,-0.0026522330004926696,-0.016995454277740348,-0.007512208388588805,0.012183310580171743,0.005398390111871034,0.021261898864841287,0.0319178118705357,-0.04620894497853646,-0.010607425655840549
28 Dec 2023,0.8612286336578776,-0.41403044497737335,-0.8838939148360418,-0.3447096838554299,-0.34361799543302834,stunning production costume design gorgeous colors perfect score think anyone looking feminist tale going disappointed also note male director male writer original book written man get gist despite simplification womanhood still lots love like movie takes general concept chaos life relationships maintaining hope joy throughout infuses said concept roald dahlesque fantasy whimsy childlike wonder emma stone best acting performance date overall good time,0.8739324170819084,-0.6476468296053026,-0.5326348779753022,455,1,7.6669054,-0.41998884,-1.5020587,0.77467537,0.2654851,-0.41666391,0.607466,-0.10618436,-0.95802045,-0.057683676,0.21378311188281385,-0.048815678418487926,-0.005613668062826092,-0.04220733828101468,-0.026041818717918105,-0.007747709102456471,0.005438424997240978,0.08223245818451265,0.00974866437908173,-0.0247254077421181
20 Dec 2023,-0.8971497929441768,-0.41946214758567635,-1.092471901751235,-0.31058513353649303,-0.34666452974227463,Sick stomachOk imprison woman cut apart replace brain baby masquerade sex starved feminist icon sexual liberationUnder thick layer production design grotesque plot goo fooled FrankensteinBarbie disaster goes nowhere solves nothing prime example male perspective feminism focusing narrowly woman sexuality infantilizing imprisoning exploiting literally taking away brain art fluff far consent could barely watch,-0.8867277145432745,1.5440514093297317,-0.17184447089320357,410,1,6.79541,-0.09755248,-1.2999157,-1.0731618,-0.73294926,-1.2795547,-0.21432298,0.97538954,0.01141344,0.11700851,0.08739841456517675,-0.02019293554766785,-0.03966812079319797,-0.012769850498097526,0.048960733893289456,-0.008764050033061811,0.04599399449015061,0.07591832749840201,-0.06935538530964776,-0.09148450023038816
22 Nov 2023,0.8612286336578776,1.745071341823063,0.3377771513815186,-0.2893919917594691,0.8673793924923758, fucked species Know ,-2.5815890486416024,1.5440514093297317,-0.46047679655888246,21,0,4.258052,-2.388366,2.6609287,-2.065973,-2.4816988,0.56629944,-1.0545262,-0.16737516,-1.0642126,-0.1825811,0.03683853503188278,-0.009788538992840712,-0.030537002425583534,-0.0135502158627714,0.015010568087560003,-0.0012791925213389433,0.0035874384404484174,-0.007618362899778915,-0.06368187757810372,0.012798987635930523
27 Dec 2023,-1.1483467110301846,1.5935268390514097,-0.5263316515528534,-0.17013566853960557,0.7823810852644041,love much time spend watching bella explore experience lisbon ship scenes later feel like films rarely given special space breathe merelyexistthese days lesser movie one studio interference would cut scenes explicitly move plot forward give tighter edit faster pacing leave scenes like ,0.4292482359938233,-0.6476468296053026,-0.5326348779753022,286,1,7.3431315,-0.88256645,-1.4251215,0.46352047,-0.47921538,0.81305873,-0.3808927,-0.5201358,-0.48521477,-0.08798677,0.15182046214128714,-0.03711082586706481,-0.09418986403479976,-0.036994669011862644,0.035731950355403296,-0.018372387480046826,0.004353121729971007,0.07628687040439454,0.021116706900461774,0.030183005550579307
12 Jan 2024,-1.1483467110301846,-0.054994902568546083,-0.40714423045845727,-0.3170508378074495,-0.14224207759184793,god forbid women hobbies,-0.3950443923645786,1.5440514093297317,-0.5326348779753022,24,0,5.2436833,-1.5785553,3.0274475,-1.0826739,0.05082196,-0.57298607,-0.21829888,1.1954286,0.19445902,0.0284096,0.028757409449879277,-0.00683537211436923,-0.025820441649187426,-0.0015360601426883357,0.0495240579532162,-0.006573998803784181,0.03760101935287235,0.10391369817904794,-0.013076892488236935,-0.07030330094549588
08 Dec 2023,0.8612286336578776,-0.9832728783275262,-0.9732844806568389,0.46422176159978906,0.01038929130139169,apples cucumbers whatcall namedid peaches,-0.3950443923645786,-0.6476468296053026,-0.5326348779753022,41,0,5.727177,-0.920217,1.4713662,-0.23456338,-0.15970552,-1.1539028,-0.15808281,0.6159566,0.56071985,0.325457,0.00028153830878323207,-9.877959297616884e-05,-8.686257543501048e-05,-0.00020682483254464188,-0.00017581973506354195,2.704865100932642e-05,-4.119845726594795e-05,0.0002542024449647023,-0.0008126941194736393,-5.147657673016653e-05
30 Sep 2023,-1.1483467110301846,1.4072194395866173,1.8872136256086685,2.0835214756815503,0.6778849584572559,frankenbarbie,-0.3950443923645786,-0.6476468296053026,-0.5326348779753022,13,0,4.814653,-1.0453076,3.17805,-1.6492798,1.0083016,-0.7519654,0.78356385,-0.20406836,0.20172898,0.09712502,0.0006547237220391091,-0.0001882471565837354,0.0007692419278994339,-5.491021997319003e-05,0.00034485141061863753,2.097255353205956e-05,0.001327961314779324,0.0006451059048058189,-0.0016510587661773231,0.0004530849044286781
02 Sep 2023,1.1124255517438855,0.35455547409749893,0.725136269938306,-0.2840039048670054,0.08746660932532307,POOR THINGS technically dazzling film Yorgos Lanthimos constructed sexually liberating imaginative tale reawakening discovery featuring best performance Emma Stone career Mark Ruffalo never funnier production costume design exemplary Tony McNamara screenplay contains much foulmouthed ingenious wordplay want watch catch lines missed laughing sensational triumph around,1.343562296133472,-0.6476468296053026,0.8383686689366726,369,1,6.7498703,0.003019303,-1.530703,-0.3162173,-1.0128663,-0.90597737,0.4592743,-0.9141267,-0.4086854,0.07130453,0.21721656227090042,-0.02877583130426768,0.08401512939618186,0.014787226766195061,-0.05752380506201606,0.011175558828479327,-0.034280304275231814,-0.053666100897142764,-0.0020439273543463683,0.03450592867514607
08 Nov 2023,0.35883479748586206,1.9547350625035582,-0.9136907701096408,-0.24736491399825214,0.984975616829283,Sometimes Lanthimos CLOCKWORK ORANGE times EDWARD SCISSORHANDS Formally precise frequently quite funny also superficial frequently quite annoying,-0.35860198142662825,-0.6476468296053026,2.065056053015808,145,1,6.760353,-0.65506583,-0.5341619,-0.12311721,-0.049968004,-0.8869556,0.78976786,0.2514691,0.09106392,-0.19316737,0.05802763760410458,-0.0094759855584243,-0.009817729946472623,-0.006917222367621291,-0.015212227325487942,0.0024586342903705656,-0.010999962039556917,-0.00865524502566003,-0.013068752871528137,0.03061667377993034
14 Jan 2024,-1.1483467110301846,1.4072194395866173,1.8872136256086685,2.0835214756815503,0.6778849584572559,must go punch baby,-0.3950443923645786,-0.6476468296053026,-0.5326348779753022,18,0,5.510132,-1.9369835,2.2715082,-1.1233875,-0.45960385,1.022057,-0.7449783,-0.046079278,-0.4544174,0.4019381,0.06152007269298515,-0.010166612160430117,-0.049053811325582675,-0.020955363845617324,0.044834346844644726,0.024291112820225697,0.015728252960969066,0.02639258420729539,-0.1511860485555462,-0.03067180744154369
12 Jan 2024,0.8612286336578776,0.5962662401669818,1.3508702306838858,-0.20749307099402065,0.22303738608678342,could pause film point get one best frames year years finest use colour space absolutely loved lens choices way changed throughout allowing full complete immersion exactly like looking moving canvas part adored everything agree critique feminist liberation commentary highly male gaze one ,1.0626520451534374,-0.6476468296053026,-0.5326348779753022,289,1,7.371883,-0.89401305,-1.492508,0.002269566,-0.6226534,-0.31926087,-0.083479464,0.032984287,-1.1425053,-0.07769954,0.17740279338755535,-0.047029056027290635,-0.03750978373100841,-0.04046139539920801,-0.03549056987053099,-0.01394785848495663,-0.03296662174250069,-0.03961351952830497,0.0359042054179137,-0.04665849808598299
10 Dec 2023,-1.1483467110301846,1.5935268390514097,-0.5263316515528534,-0.17013566853960557,0.7823810852644041,joke tonight movie reminds much love life ,1.4270761545329411,-0.6476468296053026,-0.5326348779753022,42,1,7.134899,-2.2677166,0.8228161,1.2868326,0.0035277605,0.57928133,-0.07557273,-0.30538964,-1.1431158,0.15027428,0.11984131321795077,-0.0336959563610556,-0.06624678646866033,-0.04628809553021335,0.008348746002827596,-0.00979913619239663,0.003136746419964644,0.15396756868492734,0.1590413502943237,0.11703559957659805
26 Oct 2023,1.1124255517438855,0.45938733443774654,0.15899601973992442,-0.23227827069935372,0.14626472149377667,grotesque picaresque phallic phantasmagoria ballad battle cry bildungsroman words anything want Bella Baxter seized upon notion inhaled gusto like flaky pastry moves jerky insouciance across London Lisbon Alexandria Paris eager sculpt every cell malleable mind body soulshe shameless reckless underworked oversexed pulsing beating bursting fleshy walls God ,-2.399376993951851,1.5440514093297317,-0.02752830806036412,357,1,6.840034,0.35675073,-1.5014194,-0.7549848,-0.26564103,-1.2825145,-0.0108835995,0.7750326,0.4359494,-0.22347757,0.06440237479250985,-0.00935857926829763,-0.04936262797918826,0.013371210738088234,0.09336652404785256,-0.022757516564336427,0.01004610558641373,0.021998992203122347,-0.0035975761795254708,0.007380864428834647
05 Dec 2023,0.8612286336578776,1.8922704825080738,0.8443236910327022,0.35861525850750026,0.9499404722729505,Science rather oddA new brain inside old bodAnd yearningTo keep learningAs fostered Willem DaGod,0.035638645993017005,-0.6476468296053026,0.0446297733560556,96,1,6.65097,-0.25705045,0.45344654,-0.76086783,0.09772396,1.534452,-1.458003,0.23020464,1.8689764,-0.9101991,0.03330638618452873,-0.0063853504622448445,-0.011323877199665712,-0.005464910307717502,0.007506307556149031,-0.005176901392228258,0.015533015311950518,0.01139717710467116,-0.02381933436508961,0.004894339582116162
27 Dec 2023,0.8612286336578776,-0.5748088421831417,0.0696054539191273,0.46062970367147993,0.00734275699214539,traveling back time show mary shelley,-0.3950443923645786,-0.6476468296053026,-0.5326348779753022,37,0,6.522949,-1.8153712,2.5268378,0.7500756,0.3586591,-0.7342493,1.4087343,0.22133017,-0.03535734,0.38348505,0.051051491791516204,-0.007980207056463271,-0.018496880050769274,-0.01407513299859297,-0.002901534563152678,0.005193431404061239,-0.004627765466654234,0.004883731780001033,-0.014502563452626719,-0.02842000008531105
30 Dec 2023,0.8612286336578776,1.2198256996001644,-0.1091756777224669,-0.2743053484605707,0.5727795247882587,bella baxter autistic swagger vs patriarchy,-1.1238926111235865,-0.6476468296053026,-0.5326348779753022,43,0,6.023922,-0.47607172,1.2829809,-0.03365481,0.33749557,-2.2289553,0.8269136,1.4397779,1.0131973,0.6772521,0.0557197512693316,0.009683820290735773,-0.06700593862210268,0.07477123281389564,0.2503317691852533,-0.04757745775365213,-0.002244223494553194,-0.03710235452331314,0.08122383589508872,0.020429856176925297
