Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers,Cleaned Review,Sentiment,Contains Profanity,Capital Letters,Review Length,Cluster
27 Jan 2024,-1.4666164244907665,0.06361111886407267,0.062117432629356616,-0.27451524414028056,-0.022076677687118473,a real mood lifter,0.2991009868855176,-0.5027002896631718,-0.5516011881826326,18,0
30 Aug 2023,0.7964368831793548,-0.13494080564337135,-0.23561427708686888,-0.2794563512206609,-0.15206234141553587,cheesed to meet you,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,19,1
14 Dec 2023,-1.4666164244907665,-0.3258770398957353,-0.11241494892843075,-0.29551494923189725,-0.2770622536584797,It s interesting knowing a movie will be your favorite of the year long before you ever get to watch itPoor things is a stunning story about discovery SO MUCH discovery Its a movie that can juggle a billion aspects of life Moving on from one to the next so seamlessly akin to how we do in our everyday livesThere s so much humanity found in a movie about a sowntogether cadaver reanimated What drives us what makes us curious ,0.15996343059075374,-0.5027002896631718,0.16642228806838755,426,0
30 Sep 2023,0.7964368831793548,0.1272565302815273,0.1955833714676646,-0.31075002939640345,0.019589959727196144,Someone show this to the woman who hid her husbands eyes during Oppenheimer,-0.49597076337027546,-0.5027002896631718,-0.43193060880746253,75,1
18 Dec 2023,1.0793185466381199,0.3138409415309884,-0.050815284849211675,-0.3321614934113852,0.14174087112129796,God how I missed these types of movies where they build an entire insane unrealistic city on a soundstage Wasnt expecting the The Lobster guy to be our new JeanPierre Jeunet but hes doing a great job,-0.9441021135144498,1.9892568605242655,-0.07291887068195249,199,1
19 Dec 2023,-1.1837347610320013,1.4431390107842863,-0.009748842129732297,-0.10775288017744215,0.8810565913958035,Im genuinely concerned that so many people have found this film to be a praiseworthy feminist fable and not the grotesque disturbing and perverse fairy tale that it so clearly is I can accept some level of pornographic content in films when it comes to sex but what is effectively mental child pornography I cannot This film proposes that the activating key to selfdiscovery and growth for a woman comes in sexual freedom and promiscuity But shes not a woman ,-0.3220488180018207,1.9892568605242655,-0.2524247397447075,459,0
06 Dec 2023,1.0793185466381199,0.10332150376556147,-0.1534813916479101,-0.2341628696505073,0.003920455058565008,Ruffalo your rizz too tough Your swag too different Your bitch too bad They ll kill you Ruffalo2023 Ranked,-1.938878754575233,1.9892568605242655,-0.19258945005712252,106,1
01 Sep 2023,1.0793185466381199,-0.7077495084004632,-0.2869473304862181,-0.09045900539611076,-0.7029878805603624,so this is what taylor swift meant by sexy baby,1.491708612269207,-0.5027002896631718,-0.5516011881826326,47,1
28 Dec 2023,0.7964368831793548,-0.3693952699247641,-0.3074805518459578,-0.32927918094782993,-0.30555226214689996,stunning production costume design gorgeous colors and perfect score i think anyone looking for a feminist tale is going to be disappointed also to note male director male writer original book written by a man you get the gist but despite the simplification of womanhood there s still lots to love like how this movie takes a general concept about the chaos of life relationships and maintaining hope joy throughout it all and infuses said concept with roald dahlesque fantasy whimsy childlike wonder emma stone did her best acting performance to date and overall i had a good time,0.8883059446643642,-0.5027002896631718,-0.5516011881826326,581,1
20 Dec 2023,-1.1837347610320013,-0.37483504867839273,-0.3793468266050467,-0.2901620832281518,-0.3091135132079525,Sick to my stomachOk so you imprison a woman and then cut her apart replace her brain with a baby s and masquerade her as a sex starved feminist icon of sexual liberationUnder a thick layer of production design is grotesque plot goo Don t be fooled This FrankensteinBarbie disaster goes nowhere solves nothing and is a prime example of male perspective feminism focusing narrowly on a woman s sexuality by infantilizing her imprisoning her exploiting her and literally taking away her brain This art fluff is so far from a consent I could barely watch,-1.0323286901301358,1.9892568605242655,-0.013083580994367483,551,0
22 Nov 2023,0.7964368831793548,1.7929167846426055,0.11345048602870583,-0.26586830674961487,1.1100450346214812, We are a fucked species Know it ,-2.8811860141376546,1.9892568605242655,-0.43193060880746253,33,2
27 Dec 2023,-1.4666164244907665,1.6411469574163675,-0.18428122368751965,-0.12916434419242387,1.0106861300181156,i love how much time we spend just watching bella explore and experience lisbon and the ship only a few scenes later because i feel like films are rarely given that special space to breathe and merelyexistthese days a lesser movie and one with more studio interference would ve cut those scenes out because they don t explicitly move the plot forward to give it a tighter edit and faster pacing but when you leave scenes like these ,0.23600005432553395,-0.5027002896631718,-0.5516011881826326,432,2
12 Jan 2024,-1.4666164244907665,-0.009825894309913477,-0.14321478096804027,-0.2975737438487224,-0.07015356701132765,god forbid women have hobbies,-0.49597076337027546,1.9892568605242655,-0.5516011881826326,29,0
08 Dec 2023,0.7964368831793548,-0.9394840833050417,-0.3382803838855673,0.5980019144702247,0.10826511114740417,does for apples and cucumbers whatcall me by your namedid for peaches,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,69,1
30 Sep 2023,-1.4666164244907665,1.4545625461669065,0.6473142413819377,2.4542111409997935,0.8885352186240137,frankenbarbie,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,13,2
02 Sep 2023,1.0793185466381199,0.4003334237136832,0.24691642486701382,-0.25969192289913934,0.1983647629920332,POOR THINGS is the most technically dazzling film Yorgos Lanthimos has constructed A sexually liberating imaginative tale of reawakening discovery featuring the best performance of Emma Stone s career Mark Ruffalo has never been funnier The production and costume design is exemplary while Tony McNamara s screenplay contains so much foulmouthed and ingenious wordplay I want to watch it again just to catch all the lines I missed from laughing A sensational triumph all around,1.4107290821505618,-0.5027002896631718,0.8844457643194077,477,1
08 Nov 2023,0.23067355626182445,2.00289224453267,-0.31774716252582763,-0.21769251271590598,1.247509325578109,Sometimes Lanthimos CLOCKWORK ORANGE other times his EDWARD SCISSORHANDS Formally precise and frequently quite funny also superficial and just as frequently quite annoying,-0.5456627477612626,-0.5027002896631718,1.602469240570428,171,2
14 Jan 2024,-1.4666164244907665,1.4545625461669065,0.6473142413819377,2.4542111409997935,0.8885352186240137,i must go punch that baby,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,25,2
12 Jan 2024,0.7964368831793548,0.642403578250156,0.46251524914428055,-0.1719872722223873,0.3568404352088709,You could pause this film at any point and get one of the best frames of the year Some of the years finest use of colour and space I absolutely loved the lens choices and the way they changed throughout allowing full and complete immersion Its exactly like looking at a moving canvas And for the most part I adored everything about it I do agree with the critique that the feminist liberation commentary is highly male gaze one that ,1.1509635764452957,-0.5027002896631718,-0.1327541603695375,433,1
10 Dec 2023,-1.4666164244907665,1.6411469574163675,-0.18428122368751965,-0.12916434419242387,1.0106861300181156,don t have a joke tonight this movie just reminds me how much i love life ,1.491708612269207,-0.5027002896631718,-0.5516011881826326,74,2
26 Oct 2023,1.0793185466381199,0.5053211536587152,0.05185082194948677,-0.2003986379345746,0.26709690847034706,a grotesque picaresque a phallic phantasmagoria a ballad a battle cry a bildungsroman words can be anything you want them to Bella Baxter has seized upon this notion and inhaled it with gusto like a flaky pastry she moves with a jerky insouciance across London Lisbon Alexandria Paris eager to sculpt every cell of her malleable mind body and soulshe is shameless she is reckless she is underworked and oversexed pulsing beating bursting through the fleshy walls of God s ,-2.6824180765737067,1.9892568605242655,-0.1327541603695375,472,1
05 Dec 2023,0.7964368831793548,1.9403347888659408,0.2879828675864932,0.4769447910009049,1.2065549383760048,Science can be rather oddA new brain inside an old bodAnd with a yearningTo keep on learningAs fostered by Willem DaGod,-0.026155638219125022,-0.5027002896631718,-0.07291887068195249,119,2
27 Dec 2023,0.7964368831793548,-0.5304127210321707,0.02105098990987724,0.5938843252365743,0.10470386008635164,traveling back in time to show this to mary shelley,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,51,1
30 Dec 2023,0.7964368831793548,1.2668901791667198,-0.04054867416934183,-0.24857443196828347,0.7656720570177015,bella baxter s autistic swagger vs the patriarchy,-1.2910425136260684,-0.5027002896631718,-0.5516011881826326,49,1
28 Dec 2023,0.7964368831793548,-0.20892179669272035,-0.3382803838855673,-0.2329275928804122,-0.2004953558458503,Yorgos going to keep using wider and wider lenses with each new film until finally you can see him in frame directing the movie,-0.2249235757830733,-0.5027002896631718,-0.49176589849504754,127,1
04 Nov 2023,-1.4666164244907665,0.7169285471748679,0.010784379230007392,-0.22469241441311155,0.40562957474529054,a gloriously weird and wonderful rich tapestry of life with some of coolest production design i have ever seen i hope yorgos and emma work together for the rest of eternity,0.6635088724194228,-0.5027002896631718,-0.5516011881826326,172,0
09 Dec 2023,-0.9008530975732362,-0.825792707354204,-0.18428122368751965,-0.3346320469515754,-0.7029878805603624,Poor ThingsOne star for the production design costumes hair and makeup music and acting A perverted view of a woman coming into her own by a slew of men writers and filmmakers who focus more on the gratuitous sex and cinematography than the storytelling Knowing all of Bella s origins within the first 20minutes of the movie made the rest seem entirely predictable and revelations she made of her own being unremarkable unmovingAnd are we saying a woman s understanding ,-0.07358889604688545,1.9892568605242655,-0.1327541603695375,470,0
10 Oct 2023,-1.4666164244907665,1.9523023021239236,0.5138483025436298,-0.31651465432351394,1.2143896907103204,Stone is impeccable but Ruffalo is INSANE,-0.9928906072801461,-0.5027002896631718,-0.07291887068195249,41,2
31 Jan 2024,-1.4666164244907665,0.1397680214148731,-0.20481444504725935,0.0021867523610216892,0.027780837167616968,bella stop youre too loca your pussy too powerful your swag too different theyll kill you bella,0.1003330493215693,1.9892568605242655,-0.5516011881826326,95,0
29 Sep 2023,-1.4666164244907665,0.5363278925543983,-0.1534813916479101,-0.3128088240132286,0.2873960395183465,New York Film Festival 61 Poor ThingsThe film boasts stunning visuals that left me in awe and the performances by Emma Stone and Mark Ruffalo were nothing short of exceptional making Poor Things a true standout of the festival for me Ruffalo steals the show with his comedic performance While Emma Stones absence from the screening was a bummer Yorgos Lanthimos was there proving to be surprisingly chill despite his wild filmsBased on Alasdair Gray s novel Lanthimos delves ,0.09691073634698352,-0.5027002896631718,0.8246104746318227,475,0
18 Oct 2023,-0.05220810719694069,0.6880977197806363,-0.23561427708686888,-0.3321614934113852,0.38675494412171213, Formidable Mein Herz tanzt Ich möchte aufstehen und jubeln weil Kino und Film manchmal nur manchmal so verzücken können dass ich tief im Inneren ein Kribbeln spüre Weil jedes Bild ein kleines Kunstwerk ist weil die Grenzen von Sehgewohnheiten und Geschmack ein kleines Stück verschoben werden Weil das was gesagt wird berührt und begeistert Und weil wie es gesagt wird in Staunen versetzt Poor Things ist purstes Kino und schlicht große Kunst Ein Film über die Emanzipation von Geist und ,-2.0861142638818615,-0.5027002896631718,1.0041163436945777,489,1
23 Dec 2023,0.5135552197205896,1.7575582227440196,-0.20481444504725935,-0.1258702728055036,1.0868969027246398,64Really quite remarkable conceptually even ifPoor Thingscant fully sustain its vast ambition often struggling from chapter to chapter The dreadful pacing just about kills it but what lingers is an odyssey of mannered form and unnerving questions What a stunning achievement in design and performance Emma Stone Mark Ruffalo Willem fucking Dafoe,-0.7742458759598029,1.9892568605242655,0.10658699838080253,345,2
30 Aug 2023,0.7964368831793548,-0.736036357919332,-0.21508105572712918,-0.29798550277208746,-0.7029878805603624,give me emma stones entire wardrobe from this film now or i will kill a man or few,-0.893506638498172,1.9892568605242655,-0.5516011881826326,82,1
07 Dec 2023,1.0793185466381199,0.6032371712240301,0.22638320350727414,-0.31980872571043417,0.33119942756929266,All the furious jumping is going to upset the prudes I m no longer convinced thatBarbiehas the production design Oscar locked up but I think the Best Actress category might belong to Emma StoneI m happy to say that my most anticipated movie of 2023 didn t disappoint a standout film in a pretty stellar year A truly singular experience,1.7302301373459448,-0.5027002896631718,0.10658699838080253,335,1
07 Jan 2024,-0.9008530975732362,-0.6903422163888517,-0.2869473304862181,-0.3288674220244649,-0.7029878805603624,I ve just learned that the movie gets rid of the part in the book where Candle is the one essentially telling the story through his perspective the male fantasy and that at the end of his story Bella calls his version of events out as untruthfulThis changes everything I knew something was up with the movie It s missing a key point of the book making it just a onesided fantasy from an insecure man with no actual reflectionSURELY ,-0.9597626176861547,-0.5027002896631718,0.16642228806838755,432,0
30 Dec 2023,1.0793185466381199,-0.19260246043183454,-0.24588088776673872,-0.3082794758562133,-0.1898116026626927,Yorgos Lanthimos films have always been as liberating as they are suffocating As obsessed with rules as they with breaking them His characters always hellbent on defying the worlds they ve been presented With this in mind it was only a matter of time until Lanthimos tackled sexuality and individual expressionWhen we hear the phrase poor things it s hard not to picture children Innocent creatures bound to have their very innocence stripped from them In actuality the poorest thing of ,-0.9887496085808972,-0.5027002896631718,-0.013083580994367483,487,1
24 Jan 2024,1.0793185466381199,-0.8437439772411783,-0.25614749844660856,5.338994158095216,4.208689582843288,Eu me diverti vendo esse master work do Yorgos Lanthimos gostei dos detalhes do sentido de mundo paralelo Me lembrei de Um Filme Falado do Manoel de Oliveira de Entrevista com o Vampiro Neil Jordan do Dogtooth claro não sei porquê lembrei do Memórias Póstumas de Brás Cubas Machado de Assis de The Elephant Man Lynch e do Frankenhooker Frank Henenlotter Lembrei de Barbie de Greta Gerwig e da Mattel Eu tenho uma tendência de me divertir quando vejo bons ,-0.49597076337027546,-0.5027002896631718,1.4229633715076728,455,2
29 Sep 2023,-1.4666164244907665,2.4038039386750976,0.13398370738844553,-0.3202204846337992,1.5099735287776805,Finally I have my own Barbie,0.696636862013414,-0.5027002896631718,-0.37209531911987753,28,2
13 Dec 2023,-0.9008530975732362,-0.5287807874060823,0.2674496462267535,0.9257620174687909,0.39174069560718566,I wish Mary Shelley and Stanley Kubrick were here they wouldve loved this,2.286780362525,-0.5027002896631718,-0.2524247397447075,73,0
22 Dec 2023,0.7964368831793548,1.2483949314043825,-0.030282063489471985,-0.26339775320942466,0.7535638034101229,Emma Stone Furious jumping OwO how marvelous Delighted How do they make the pastry so crisp I must go punch that baby UwU nuzzles u and notices ur bulge I have adventured it and found nothing but sugar and violence Im so quirky ω Yorgos Lanthimos haHAA Yes Im a genius Edit Wow this sure blew up Thanks for the Oscar kind stranger,1.1687107137277915,-0.5027002896631718,0.8246104746318227,330,2
30 Sep 2023,-1.4666164244907665,0.20885321158595638,0.4933150811838901,-0.30086781523564265,0.07300872564298412,A quirky display of sincere and sexual filmmaking An important exploration of ideals and the values of life and independence Yorgos Lanthimos is at his most audacious here and delivers a one of a kind experience that will absolutely dazzle Poor Things is a technical feast It s an ode to creativity and a stunning exhibit of masterful direction There s so much filmmaking exploration here Lanthimos is utilizing camerawork techniques color schemes and editing decisions that we ve never seen him play ,0.8291488203893795,1.9892568605242655,-0.013083580994367483,501,0
15 Dec 2023,-0.05220810719694069,-0.5875303979452711,-0.2766807198063483,-0.31527937755341884,8.982902755290311,Boregos Lostmethemost needs to give his fish eye lens back to Hype Williams and take this bullshit back to GreeceEmma Stone does get completely naked multiple times though,-0.49597076337027546,1.9892568605242655,-0.1327541603695375,171,2
16 Dec 2023,-1.1837347610320013,-0.8285125967310182,-0.2869473304862181,-0.32639686848427474,-0.7029878805603624,men fucking a baby but make it feminist because she likes it,-2.8811860141376546,1.9892568605242655,-0.5516011881826326,60,0
11 Dec 2023,-1.4666164244907665,1.1553747147173332,-0.14321478096804027,-0.2168689948691759,0.6926664102661245,The most monstrous of all fates is the lack of agency over one s own destinyFor gothic heroines their ends are written into their genre the choice of individualism or of romantic love To choose a man is almost always to choose deathThis is where the story of Poor Thing s Bella Baxter begins choosing death of her past Where her storycontinues is a rebirth into the self through romantic and into post romantic thought finding external ,-0.07634956184638463,-0.5027002896631718,-0.013083580994367483,436,0
16 Dec 2023,-1.1837347610320013,-0.825792707354204,-0.1740146130076498,-0.3325732523347502,-0.7029878805603624,when the infant piloting emma stones jaeger started masturbating with an apple and riding mark ruffalos dick i walked out peace and love,1.491708612269207,1.9892568605242655,-0.5516011881826326,136,0
03 Sep 2023,1.0793185466381199,2.0621858329472214,0.09291726466896615,-0.16869320083546704,1.2863269621435816,A Picaresque joy wherein a strong Freudian sex drive eventually gives way to personal agency and body and mind autonomy Forget Barbie and Ken Emma Stone gives the dollcometolife performance of the year and Mark Ruffalo does all the Kenisms with obscenity Truly two great and fully committed comedic performances in a movie that lives very much in Terry Gilliams skin but unlike his films never runs off the rails The absurdist colors and costumes dress up a Pinocchio and ,1.3273937838830099,1.9892568605242655,0.40576344681872756,472,2
22 Jan 2024,0.23067355626182445,0.05653940648435548,-0.050815284849211675,-0.22386889656638148,-0.02670630406648676,A partir de um olhar contemporâneo para o clássico Yorgos Lanthimos constrói sua narrativa de contrastes Quando fui ver o filme não sabia que era baseado num livro que se inspira em Frankenstein de Mary Shelley mas isso logo fica evidente nos caminhos que a trama toma de início além da explícita inspiração de Lanthimos em histórias clássicas do cinema de terror como pode ser percebido na influência do Expressionismo Alemão principalmente na primeira parte do longa O que é ,-0.49597076337027546,-0.5027002896631718,0.10658699838080253,477,1
21 Dec 2023,1.0793185466381199,-0.5956900660757141,0.0005177685501375475,2.3916237846483086,1.6595460733418868,Willem Dafoe has now played God and Jesus Christ maybe he ll finally receive an Oscar when the Trinity is complete,-0.2972028258063272,1.9892568605242655,-0.1327541603695375,114,1
24 Jan 2024,0.7964368831793548,-0.4939662033828591,-0.3074805518459578,-0.3313379755646551,13.658113148240075,definitely have to sit and ruminate for a second after watching this,-0.49597076337027546,-0.5027002896631718,-0.5516011881826326,68,2
10 Dec 2023,0.7964368831793548,0.08863410113076424,-0.1740146130076498,-0.2613389585925995,-0.005694922806276827, I ve discovered something that I must share Bella discover happy when she want A young woman strays away from God She rejects her sheltered upbringing She discovers pleasure through an exciting relationship with a troublesome man She selfactualizes through sex work queerness and socialism She returns with fondness for her God and with a new balance of power outside of male subjugationThe movie was made in a lab hehe as a parable of the viewer s choosing Its easily ,0.5090549988578266,1.9892568605242655,0.16642228806838755,470,1
16 Dec 2023,-0.33508977065570583,-0.10937384550131692,-0.13294817028817044,-0.242809807041173,-0.13532446142858898,You can stuff it in unending lace and ruffles but an overly simplistic worldview is an overly simplistic worldview This feels like an acting exercise gone wrong and while I love the production design it still doesn t manage to distract from the fact that the film simply doesn t know what to do with Bella once she s no longer a child Enthusiasm isn t empowerment and the movie doesn t even make a stab at answering the so what that comes after Bella takes control,-1.1585305552501028,-0.5027002896631718,-0.19258945005712252,464,1
06 Feb 2024,1.0793185466381199,-0.447728083977016,-0.3485469945654372,-0.31980872571043417,2.36075640726313,direção de figurino radiante fulgurante resplandecente desde o maria antonieta da coppola ninguém presta tanta atenção ao tecido gostei que o yorgos surfou na onda do chroma key e em vez de meter um fundo realista meio artificial fez logo um negócio obviamente artificial e ficou muito mais realista se é que eu me faço entender,-2.086114263881861,-0.5027002896631718,-0.5516011881826326,328,1
09 Dec 2023,-1.1837347610320013,0.0712268091191527,0.23664981418714398,-0.30951475262630834,-0.017090926201644926,LANTHIMOS I just never understood the prudishness around it It always drives me mad how liberal people are about violence and how they allow minors to experience it in any way and then we re so prudish about sexuality Source NYTMe Agreed So what you got cookin LANTHIMOS A fantasy about a mother who kills herself and has her unborn infant s brain implanted into her adult body In the opening scene the other characters refer to her with the rword ,-1.3572984928140515,-0.5027002896631718,1.1836222127573328,448,0
30 Sep 2023,1.0793185466381199,2.246594332695231,0.4522486384644107,1.6891630613875621,1.4070533731132624,Yorgos Lanthimos goes Guy Maddin with a macro budget Peter Greenaway with lesser intellectualization Tim Burton if hed have darker humor bigger ambition and more cojonesLanthimos is looking all the way from top to bottom from freudian theories of sexual drives and the necessary liberation coming with it to philosophical questioning of pessimism cynicism and selfdevelopment its a huge package hes tying up here a little clumsy as usual when auteurs tackle the big picture but the ambition ,-0.11085788434012574,1.9892568605242655,-0.013083580994367483,491,2
22 Dec 2023,0.7964368831793548,-0.712645309278729,-0.04054867416934183,-0.32639686848427474,1.5462982896004163,Pornocchio,-0.49597076337027546,-0.5027002896631718,-0.49176589849504754,10,1
07 Dec 2023,0.5135552197205896,0.12181675152789871,0.03131760058974708,-0.3016913330823727,0.016028708666143615,Watch it and have fun before film Twitter tells you it has unnecessary sex scenes,-0.6947387009342237,1.9892568605242655,-0.43193060880746253,81,1
15 Oct 2023,-1.1837347610320013,-0.611465424461237,-0.3382803838855673,-0.2629859942860596,-0.7029878805603624,LONDON FILM FEST REVIEWThis absolutely pains me to say this as I love Yorgos Lanthimos but fuck this movie Fuck everything about this movie I can t remember the last time I hated a movie this stronglyPoor Things is without a doubt THE most ableist movie I have ever seen in my entire lifeAs a wheelchair usersomeone who cares deeply about the disabled community the way this film treats disabled people was absolutely shocking There s a baseline cruelty ,-1.1254025656561117,1.9892568605242655,1.5426339508828428,454,0
11 Feb 2024,1.0793185466381199,-0.9645070655717333,-0.1740146130076498,1.152229425319559,0.5876095039650749,Uma viagem aliciante esse filme incrível como o Lanthimos consegue comunicar perfeitamente na estética surrealista toda a transformação mental da personagem tudo ali está a serviço da história Eu senti uma vagareza na parte do bordel achei o texto redundante mas ainda assim filmaço,-0.893506638498172,-0.5027002896631718,-0.37209531911987753,282,1
14 Dec 2023,-1.1837347610320013,-0.7936980127077952,0.05185082194948677,-0.32433807386744956,-0.7029878805603624,A man told you this is female sexual liberation and you ate it up Sad Its a journey about finding yourself and womanhood etc etc you re so dumb and a boardroom full of rich men are probably highfiving rn reading all these idiotic reviews According to letterboxd feminism whatever that means anymore is toddler in hyper sexualized adult body being manipulated and sexually abused you re all so stupidSomehow WORSE tho is how ableist and offensive this all is Every ,-0.5423499488018634,1.9892568605242655,0.10658699838080253,464,0
